"功能分類","資料表","資料表名稱","欄位","欄位名稱"
"訂單與金流","orders","商店訂單","source","來源"
"訂單與金流","orders","商店訂單","status","狀態"
"訂單與金流","orders","商店訂單","subscribed_order_notifications","是否訂閱訂單通知"
"訂單與金流","orders","商店訂單","subscription_id","訂閱 ID"
"訂單與金流","orders","商店訂單","subtotal","小計"
"訂單與金流","orders","商店訂單","subtotal_amount","小計金額"
"訂單與金流","orders","商店訂單","tax","稅額"
"訂單與金流","orders","商店訂單","total","總金額"
"訂單與金流","orders","商店訂單","total_amount","總金額"
"訂單與金流","orders","商店訂單","tracking_number","物流追蹤碼"
"訂單與金流","orders","商店訂單","updated_at","更新時間"
"訂單與金流","orders","商店訂單","user_id","會員 ID"
"會員","password_reset_tokens","密碼重設 Token","created_at","建立時間"
"會員","password_reset_tokens","密碼重設 Token","email","電子郵件"
"會員","password_reset_tokens","密碼重設 Token","expires_at","到期時間"
"會員","password_reset_tokens","密碼重設 Token","id","資料 ID"
"會員","password_reset_tokens","密碼重設 Token","token","Token"
"會員","password_reset_tokens","密碼重設 Token","used_at","使用時間"
"訂單與金流","payments","付款紀錄","amount","金額"
"訂單與金流","payments","付款紀錄","created_at","建立時間"
"訂單與金流","payments","付款紀錄","gateway_name","金流名稱"
"訂單與金流","payments","付款紀錄","id","資料 ID"
"訂單與金流","payments","付款紀錄","metadata","中繼資料"
"訂單與金流","payments","付款紀錄","method","方式"
"訂單與金流","payments","付款紀錄","order_id","訂單 ID"
"訂單與金流","payments","付款紀錄","paid_at","付款時間"
"訂單與金流","payments","付款紀錄","provider_status","金流狀態"
"訂單與金流","payments","付款紀錄","status","狀態"
"訂單與金流","payments","付款紀錄","transaction_id","交易 ID"
"管理員與權限","permissions","權限","action","操作名稱"
"管理員與權限","permissions","權限","created_at","建立時間"
"管理員與權限","permissions","權限","description","描述"
"管理員與權限","permissions","權限","id","資料 ID"
"管理員與權限","permissions","權限","module","功能模組"
"點數","point_reward_rules","點數獎勵規則","created_at","建立時間"
"點數","point_reward_rules","點數獎勵規則","is_active","是否啟用"
"點數","point_reward_rules","點數獎勵規則","label","名稱"
"點數","point_reward_rules","點數獎勵規則","notes","備註"
"點數","point_reward_rules","點數獎勵規則","points_per_100","每 NT$100 回饋點數"
"點數","point_reward_rules","點數獎勵規則","source_type","來源類型"
"點數","point_reward_rules","點數獎勵規則","updated_at","更新時間"
"點數","points","點數交易","amount","金額"
"點數","points","點數交易","created_at","建立時間"
"點數","points","點數交易","description","描述"
"點數","points","點數交易","expires_at","到期時間"
"點數","points","點數交易","id","資料 ID"
"點數","points","點數交易","reference_id","關聯 ID"
"點數","points","點數交易","source_id","來源 ID"
"點數","points","點數交易","source_type","來源類型"
"點數","points","點數交易","store_location_id","門市 ID"
"點數","points","點數交易","transaction_type","點數交易類型"
"點數","points","點數交易","user_id","會員 ID"
"點數","points","點數交易","vendor_id","廠商 ID"
"商品與商城","product_category_links","商品分類關聯","category_id","分類 ID"
"商品與商城","product_category_links","商品分類關聯","created_at","建立時間"
"商品與商城","product_category_links","商品分類關聯","product_id","商品 ID"
"商品與商城","product_favorites","商品收藏","created_at","建立時間"
"商品與商城","product_favorites","商品收藏","id","資料 ID"
"商品與商城","product_favorites","商品收藏","product_id","商品 ID"
"商品與商城","product_favorites","商品收藏","user_id","會員 ID"
"商品與商城","product_reviews","商品評價","comment","評論內容"
"商品與商城","product_reviews","商品評價","created_at","建立時間"
"商品與商城","product_reviews","商品評價","id","資料 ID"
"商品與商城","product_reviews","商品評價","order_id","訂單 ID"
"商品與商城","product_reviews","商品評價","product_id","商品 ID"
"商品與商城","product_reviews","商品評價","purchase_record_id","購買紀錄 ID"
"商品與商城","product_reviews","商品評價","rating","評分"
"商品與商城","product_reviews","商品評價","status","狀態"
"商品與商城","product_reviews","商品評價","updated_at","更新時間"
"商品與商城","product_reviews","商品評價","user_id","會員 ID"
"商品與商城","product_subscriptions","商品訂閱","billing_cycle_count","已扣款期數"
"商品與商城","product_subscriptions","商品訂閱","created_at","建立時間"
"商品與商城","product_subscriptions","商品訂閱","customer_email","顧客 Email"
"商品與商城","product_subscriptions","商品訂閱","customer_name","顧客姓名"
"商品與商城","product_subscriptions","商品訂閱","customer_phone","顧客電話"
"商品與商城","product_subscriptions","商品訂閱","ended_at","結束時間"
"商品與商城","product_subscriptions","商品訂閱","expires_at","到期時間"
"商品與商城","product_subscriptions","商品訂閱","id","資料 ID"
"商品與商城","product_subscriptions","商品訂閱","last_billed_at","上次扣款時間"
"商品與商城","product_subscriptions","商品訂閱","merchant_order_no","商店訂單編號"
"商品與商城","product_subscriptions","商品訂閱","monthly_amount","每期金額"
"商品與商城","product_subscriptions","商品訂閱","newebpay_auth_code","藍新授權碼"
"商品與商城","product_subscriptions","商品訂閱","newebpay_card_no","藍新卡號末碼"
"商品與商城","product_subscriptions","商品訂閱","newebpay_paid_at","藍新付款時間"
"商品與商城","product_subscriptions","商品訂閱","newebpay_payment_type","藍新付款類型"
"商品與商城","product_subscriptions","商品訂閱","newebpay_period_no","藍新定期定額編號"
"商品與商城","product_subscriptions","商品訂閱","newebpay_respond_code","藍新回應碼"
"商品與商城","product_subscriptions","商品訂閱","newebpay_status","藍新狀態"
"商品與商城","product_subscriptions","商品訂閱","newebpay_trade_no","藍新交易序號"
"商品與商城","product_subscriptions","商品訂閱","next_bill_at","下次扣款時間"
"商品與商城","product_subscriptions","商品訂閱","notes","備註"
"商品與商城","product_subscriptions","商品訂閱","order_id","訂單 ID"
"商品與商城","product_subscriptions","商品訂閱","period_point","扣款週期點"
"商品與商城","product_subscriptions","商品訂閱","period_start_type","訂閱起始類型"
"商品與商城","product_subscriptions","商品訂閱","period_times","訂閱期數"
"商品與商城","product_subscriptions","商品訂閱","period_type","訂閱週期類型"
"商品與商城","product_subscriptions","商品訂閱","product_id","商品 ID"
"商品與商城","product_subscriptions","商品訂閱","quantity","數量"
"商品與商城","product_subscriptions","商品訂閱","shipping_address","配送地址"
"商品與商城","product_subscriptions","商品訂閱","started_at","開始時間"
"商品與商城","product_subscriptions","商品訂閱","status","狀態"
"商品與商城","product_subscriptions","商品訂閱","updated_at","更新時間"
"商品與商城","product_subscriptions","商品訂閱","user_id","會員 ID"
"商品與商城","product_subscriptions","商品訂閱","vendor_id","廠商 ID"
"商品與商城","product_translations","商品翻譯","description","描述"
"商品與商城","product_translations","商品翻譯","flavor_notes","風味描述"
"商品與商城","product_translations","商品翻譯","id","資料 ID"
"商品與商城","product_translations","商品翻譯","is_ai_translated","是否 AI 翻譯"
"商品與商城","product_translations","商品翻譯","lang","語言"
"商品與商城","product_translations","商品翻譯","origin","產地"
"商品與商城","product_translations","商品翻譯","processing_method","處理法"
"商品與商城","product_translations","商品翻譯","product_id","商品 ID"
"商品與商城","product_translations","商品翻譯","review_status","審核狀態"
"商品與商城","product_translations","商品翻譯","roast_level","烘焙度"
"商品與商城","product_translations","商品翻譯","tags","標籤"
"商品與商城","product_translations","商品翻譯","title","標題"
"商品與商城","product_translations","商品翻譯","updated_at","更新時間"
"商品與商城","products","商品","altitude","海拔"
"商品與商城","products","商品","category_id","分類 ID"
"商品與商城","products","商品","content","內容"
"商品與商城","products","商品","cost_price","成本價"
"商品與商城","products","商品","created_at","建立時間"
"商品與商城","products","商品","description","描述"
"商品與商城","products","商品","flavor_notes","風味描述"
"商品與商城","products","商品","id","資料 ID"
"商品與商城","products","商品","image_url","圖片網址"
"商品與商城","products","商品","images","圖片列表"
"商品與商城","products","商品","is_active","是否啟用"
"商品與商城","products","商品","is_featured","是否精選"
"商品與商城","products","商品","is_hidden","是否隱藏"
"商品與商城","products","商品","member_price","會員價"
"商品與商城","products","商品","name","名稱"
"商品與商城","products","商品","og_description","社群分享描述"
"商品與商城","products","商品","og_image","社群分享圖片"
"商品與商城","products","商品","og_title","社群分享標題"
"商品與商城","products","商品","origin","產地"
"商品與商城","products","商品","price","價格"
"商品與商城","products","商品","processing_method","處理法"
"商品與商城","products","商品","published_at","發布時間"
"商品與商城","products","商品","roast_date","烘焙日期"
"商品與商城","products","商品","roast_level","烘焙度"
"商品與商城","products","商品","sale_price","優惠價"
"商品與商城","products","商品","seo_description","SEO 描述"
"商品與商城","products","商品","seo_keywords","SEO 關鍵字"
"商品與商城","products","商品","seo_title","SEO 標題"
"商品與商城","products","商品","sku","SKU"
"商品與商城","products","商品","slug","網址代稱"
"商品與商城","products","商品","source_url","來源網址"
"商品與商城","products","商品","specifications","規格資料"
"商品與商城","products","商品","stock","庫存"
"商品與商城","products","商品","stock_quantity","庫存數量"
"商品與商城","products","商品","store_location_id","門市 ID"
"商品與商城","products","商品","summary","摘要"
"商品與商城","products","商品","tags","標籤"
"商品與商城","products","商品","unpublished_at","下架時間"
"商品與商城","products","商品","updated_at","更新時間"
"商品與商城","products","商品","variety","品種"
"商品與商城","products","商品","vendor_id","廠商 ID"
"商品與商城","products","商品","weight_grams","重量克數"
"旅遊其他","properties","資產物件","available_shares","可售份數"
"旅遊其他","properties","資產物件","created_at","建立時間"
"旅遊其他","properties","資產物件","description","描述"
"旅遊其他","properties","資產物件","id","資料 ID"
"旅遊其他","properties","資產物件","image_url","圖片網址"
"旅遊其他","properties","資產物件","location","地點"
"旅遊其他","properties","資產物件","name","名稱"
"旅遊其他","properties","資產物件","price_per_share","每份價格"
"旅遊其他","properties","資產物件","status","狀態"
"旅遊其他","properties","資產物件","total_shares","總份數"
"商品與商城","purchase_records","購買紀錄","created_at","建立時間"
"商品與商城","purchase_records","購買紀錄","id","資料 ID"
"商品與商城","purchase_records","購買紀錄","order_id","訂單 ID"
"商品與商城","purchase_records","購買紀錄","payment_method","付款方式"
"商品與商城","purchase_records","購買紀錄","product_id","商品 ID"
"商品與商城","purchase_records","購買紀錄","quantity","數量"
"商品與商城","purchase_records","購買紀錄","shipping_address","配送地址"
"商品與商城","purchase_records","購買紀錄","status","狀態"
"商品與商城","purchase_records","購買紀錄","total_price","總價"
"商品與商城","purchase_records","購買紀錄","unit_price","單價"
"商品與商城","purchase_records","購買紀錄","user_id","會員 ID"
"管理員與權限","role_permissions","角色權限關聯","permission_id","權限 ID"
"管理員與權限","role_permissions","角色權限關聯","role_id","角色 ID"
"管理員與權限","roles","角色","created_at","建立時間"
"管理員與權限","roles","角色","description","描述"
"管理員與權限","roles","角色","id","資料 ID"
"管理員與權限","roles","角色","name","名稱"
"住宿訂房","room_inventory_items","房務備品","category","分類"
"住宿訂房","room_inventory_items","房務備品","created_at","建立時間"
"住宿訂房","room_inventory_items","房務備品","id","資料 ID"
"住宿訂房","room_inventory_items","房務備品","name","名稱"
"住宿訂房","room_inventory_items","房務備品","notes","備註"
"住宿訂房","room_inventory_items","房務備品","quantity","數量"
"住宿訂房","room_inventory_items","房務備品","room_id","房型 ID"
"住宿訂房","room_inventory_items","房務備品","status","狀態"
"住宿訂房","room_inventory_items","房務備品","updated_at","更新時間"
"發票物流與售後","room_reviews","住宿評價","booking_id","訂房 ID"
"發票物流與售後","room_reviews","住宿評價","comment","評論內容"
"發票物流與售後","room_reviews","住宿評價","created_at","建立時間"
"發票物流與售後","room_reviews","住宿評價","id","資料 ID"
"發票物流與售後","room_reviews","住宿評價","rating","評分"
"發票物流與售後","room_reviews","住宿評價","room_id","房型 ID"
"發票物流與售後","room_reviews","住宿評價","status","狀態"
"發票物流與售後","room_reviews","住宿評價","updated_at","更新時間"
"發票物流與售後","room_reviews","住宿評價","user_id","會員 ID"
"住宿訂房","room_translations","住宿翻譯","amenities","設施"
"住宿訂房","room_translations","住宿翻譯","description","描述"
"住宿訂房","room_translations","住宿翻譯","id","資料 ID"
"住宿訂房","room_translations","住宿翻譯","is_ai_translated","是否 AI 翻譯"
"住宿訂房","room_translations","住宿翻譯","lang","語言"
"住宿訂房","room_translations","住宿翻譯","location","地點"
"住宿訂房","room_translations","住宿翻譯","name","名稱"
"住宿訂房","room_translations","住宿翻譯","review_status","審核狀態"
"住宿訂房","room_translations","住宿翻譯","room_id","房型 ID"
"住宿訂房","room_translations","住宿翻譯","updated_at","更新時間"
"內容網站設定","seo_settings","SEO 設定","canonical_url","Canonical 網址"
"內容網站設定","seo_settings","SEO 設定","created_at","建立時間"
"內容網站設定","seo_settings","SEO 設定","description","描述"
"內容網站設定","seo_settings","SEO 設定","id","資料 ID"
"內容網站設定","seo_settings","SEO 設定","keywords","關鍵字"
"內容網站設定","seo_settings","SEO 設定","og_image","社群分享圖片"
"內容網站設定","seo_settings","SEO 設定","page_path","頁面路徑"
"內容網站設定","seo_settings","SEO 設定","robots","Robots 設定"
"內容網站設定","seo_settings","SEO 設定","schema_markup","結構化資料"
"內容網站設定","seo_settings","SEO 設定","title","標題"
"內容網站設定","seo_settings","SEO 設定","updated_at","更新時間"
"內容網站設定","site_content_blocks","網站內容區塊","area","區域"
"內容網站設定","site_content_blocks","網站內容區塊","block_key","區塊鍵"
"內容網站設定","site_content_blocks","網站內容區塊","block_type","區塊類型"
"內容網站設定","site_content_blocks","網站內容區塊","body_en","英文內文"
"內容網站設定","site_content_blocks","網站內容區塊","body_ja","日文內文"
"內容網站設定","site_content_blocks","網站內容區塊","body_ko","韓文內文"
"內容網站設定","site_content_blocks","網站內容區塊","body_zh","中文內文"
"內容網站設定","site_content_blocks","網站內容區塊","created_at","建立時間"
"內容網站設定","site_content_blocks","網站內容區塊","cta_label_en","英文 CTA 文字"
"內容網站設定","site_content_blocks","網站內容區塊","cta_label_ja","日文 CTA 文字"
"內容網站設定","site_content_blocks","網站內容區塊","cta_label_ko","韓文 CTA 文字"
"內容網站設定","site_content_blocks","網站內容區塊","cta_label_zh","中文 CTA 文字"
"內容網站設定","site_content_blocks","網站內容區塊","display_order","顯示排序"
"內容網站設定","site_content_blocks","網站內容區塊","icon_name","圖示名稱"
"內容網站設定","site_content_blocks","網站內容區塊","id","資料 ID"
"內容網站設定","site_content_blocks","網站內容區塊","image_url","圖片網址"
"內容網站設定","site_content_blocks","網站內容區塊","is_active","是否啟用"
"內容網站設定","site_content_blocks","網站內容區塊","link_url","連結網址"
"內容網站設定","site_content_blocks","網站內容區塊","metadata","中繼資料"
"內容網站設定","site_content_blocks","網站內容區塊","parent_block_key","上層區塊鍵"
"內容網站設定","site_content_blocks","網站內容區塊","placement","放置位置"
"內容網站設定","site_content_blocks","網站內容區塊","subtitle_en","英文副標題"
"內容網站設定","site_content_blocks","網站內容區塊","subtitle_ja","日文副標題"
"內容網站設定","site_content_blocks","網站內容區塊","subtitle_ko","韓文副標題"
"內容網站設定","site_content_blocks","網站內容區塊","subtitle_zh","中文副標題"
"內容網站設定","site_content_blocks","網站內容區塊","title_en","英文標題"
"內容網站設定","site_content_blocks","網站內容區塊","title_ja","日文標題"
"內容網站設定","site_content_blocks","網站內容區塊","title_ko","韓文標題"
"內容網站設定","site_content_blocks","網站內容區塊","title_zh","中文標題"
"內容網站設定","site_content_blocks","網站內容區塊","updated_at","更新時間"
"內容網站設定","site_settings","網站設定","ai_site_summary","AI 網站摘要"
"內容網站設定","site_settings","網站設定","alert_notification_emails","警示通知收件 Email"
"內容網站設定","site_settings","網站設定","booking_notification_emails","訂房通知收件 Email"
"內容網站設定","site_settings","網站設定","company_name","公司名稱"
"內容網站設定","site_settings","網站設定","company_no","公司統編"
"內容網站設定","site_settings","網站設定","contact_email","聯絡 Email"
"內容網站設定","site_settings","網站設定","contact_phone","聯絡電話"
"內容網站設定","site_settings","網站設定","created_at","建立時間"
"內容網站設定","site_settings","網站設定","ga_measurement_id","GA 追蹤 ID"
"內容網站設定","site_settings","網站設定","headquarters_address","總部地址"
"內容網站設定","site_settings","網站設定","id","資料 ID"
"內容網站設定","site_settings","網站設定","is_active","是否啟用"
"內容網站設定","site_settings","網站設定","member_notification_emails","會員通知收件 Email"
"內容網站設定","site_settings","網站設定","meta_keywords","Meta 關鍵字"
"內容網站設定","site_settings","網站設定","og_image_url","社群分享圖片網址"
"內容網站設定","site_settings","網站設定","order_notification_emails","訂單通知收件 Email"
"內容網站設定","site_settings","網站設定","payment_failed_notification_emails","付款失敗通知 Email"
"內容網站設定","site_settings","網站設定","refund_notification_emails","退款通知收件 Email"
"內容網站設定","site_settings","網站設定","setting_key","設定鍵"
"內容網站設定","site_settings","網站設定","setting_value","設定值"
"內容網站設定","site_settings","網站設定","site_description","網站描述"
"內容網站設定","site_settings","網站設定","site_icon_url","網站圖示"
"內容網站設定","site_settings","網站設定","site_name","網站名稱"
"內容網站設定","site_settings","網站設定","site_slogan","網站標語"
"內容網站設定","site_settings","網站設定","social_facebook","Facebook 連結"
"內容網站設定","site_settings","網站設定","social_instagram","Instagram 連結"
"內容網站設定","site_settings","網站設定","social_line","LINE 連結"
"內容網站設定","site_settings","網站設定","social_tiktok","TikTok 連結"
"內容網站設定","site_settings","網站設定","social_twitter","Twitter 連結"
"內容網站設定","site_settings","網站設定","social_x","X 連結"
"內容網站設定","site_settings","網站設定","social_youtube","YouTube 連結"
"內容網站設定","site_settings","網站設定","support_notification_emails","客服通知收件 Email"
"內容網站設定","site_settings","網站設定","system_notification_emails","系統通知收件 Email"
"內容網站設定","site_settings","網站設定","theme_color","主題色"
"內容網站設定","site_settings","網站設定","updated_at","更新時間"
"內容網站設定","social_accounts","社群帳號","created_at","建立時間"
"內容網站設定","social_accounts","社群帳號","id","資料 ID"
"內容網站設定","social_accounts","社群帳號","is_active","是否啟用"
"內容網站設定","social_accounts","社群帳號","platform","平台"
"內容網站設定","social_accounts","社群帳號","sort_order","排序"
"內容網站設定","social_accounts","社群帳號","updated_at","更新時間"
"內容網站設定","social_accounts","社群帳號","url","網址"
"內容網站設定","social_accounts","社群帳號","username","帳號"
"內容網站設定","static_page_translations","靜態頁翻譯","content","內容"
"內容網站設定","static_page_translations","靜態頁翻譯","id","資料 ID"
"內容網站設定","static_page_translations","靜態頁翻譯","is_ai_translated","是否 AI 翻譯"
"內容網站設定","static_page_translations","靜態頁翻譯","lang","語言"
"內容網站設定","static_page_translations","靜態頁翻譯","meta_description","SEO 描述"
"內容網站設定","static_page_translations","靜態頁翻譯","page_id","頁面 ID"
"內容網站設定","static_page_translations","靜態頁翻譯","review_status","審核狀態"
"內容網站設定","static_page_translations","靜態頁翻譯","title","標題"
"內容網站設定","static_page_translations","靜態頁翻譯","updated_at","更新時間"
"內容網站設定","static_pages","靜態頁面","content","內容"
"內容網站設定","static_pages","靜態頁面","created_at","建立時間"
"內容網站設定","static_pages","靜態頁面","id","資料 ID"
"內容網站設定","static_pages","靜態頁面","is_published","是否發布"
"內容網站設定","static_pages","靜態頁面","meta_description","SEO 描述"
"內容網站設定","static_pages","靜態頁面","sections","頁面區塊"
"內容網站設定","static_pages","靜態頁面","slug","網址代稱"
"內容網站設定","static_pages","靜態頁面","title","標題"
"內容網站設定","static_pages","靜態頁面","updated_at","更新時間"
"內容網站設定","static_pages","靜態頁面","updated_by","更新者"
"廠商與門市","store_daily_sales","門市每日營收","created_at","建立時間"
"廠商與門市","store_daily_sales","門市每日營收","id","資料 ID"
"廠商與門市","store_daily_sales","門市每日營收","note","備註"
"廠商與門市","store_daily_sales","門市每日營收","recorded_by","紀錄者"
"廠商與門市","store_daily_sales","門市每日營收","revenue_amount","營收金額"
"廠商與門市","store_daily_sales","門市每日營收","sales_date","銷售日期"
"廠商與門市","store_daily_sales","門市每日營收","store_location_id","門市 ID"
"廠商與門市","store_daily_sales","門市每日營收","updated_at","更新時間"
"廠商與門市","store_inventory_movements","門市庫存異動","created_at","建立時間"
"廠商與門市","store_inventory_movements","門市庫存異動","created_by","建立者"
"廠商與門市","store_inventory_movements","門市庫存異動","id","資料 ID"
"廠商與門市","store_inventory_movements","門市庫存異動","invoice_no","發票號碼"
"廠商與門市","store_inventory_movements","門市庫存異動","movement_type","異動類型"
"廠商與門市","store_inventory_movements","門市庫存異動","note","備註"
"廠商與門市","store_inventory_movements","門市庫存異動","product_id","商品 ID"
"廠商與門市","store_inventory_movements","門市庫存異動","purchase_date","進貨日期"
"廠商與門市","store_inventory_movements","門市庫存異動","quantity","數量"
"廠商與門市","store_inventory_movements","門市庫存異動","store_location_id","門市 ID"
"廠商與門市","store_inventory_movements","門市庫存異動","supplier_name","供應商名稱"
"廠商與門市","store_inventory_movements","門市庫存異動","unit_cost","單位成本"
"廠商與門市","store_inventory_movements","門市庫存異動","updated_at","更新時間"
"廠商與門市","store_location_managers","門市管理員","can_manage_inventory","可管理庫存"
"廠商與門市","store_location_managers","門市管理員","can_manage_points","可管理點數"
"廠商與門市","store_location_managers","門市管理員","can_manage_products","可管理商品"
"廠商與門市","store_location_managers","門市管理員","can_manage_sales","可管理營收"
"廠商與門市","store_location_managers","門市管理員","can_manage_store_info","可管理門市資料"
"廠商與門市","store_location_managers","門市管理員","created_at","建立時間"
"廠商與門市","store_location_managers","門市管理員","id","資料 ID"
"廠商與門市","store_location_managers","門市管理員","is_active","是否啟用"
"廠商與門市","store_location_managers","門市管理員","role","角色"
"廠商與門市","store_location_managers","門市管理員","store_location_id","門市 ID"
"廠商與門市","store_location_managers","門市管理員","updated_at","更新時間"
"廠商與門市","store_location_managers","門市管理員","user_id","會員 ID"
"廠商與門市","store_locations","門市地點","address","地址"
"廠商與門市","store_locations","門市地點","city","縣市"
"廠商與門市","store_locations","門市地點","created_at","建立時間"
"廠商與門市","store_locations","門市地點","district","行政區"
"廠商與門市","store_locations","門市地點","hours","營業時間"
"廠商與門市","store_locations","門市地點","id","資料 ID"
"廠商與門市","store_locations","門市地點","image_url","圖片網址"
"廠商與門市","store_locations","門市地點","is_active","是否啟用"
"廠商與門市","store_locations","門市地點","manager_notes","管理備註"
"廠商與門市","store_locations","門市地點","map_url","地圖網址"
"廠商與門市","store_locations","門市地點","name","名稱"
"廠商與門市","store_locations","門市地點","name_en","英文名稱"
"廠商與門市","store_locations","門市地點","phone","電話"
"廠商與門市","store_locations","門市地點","slug","網址代稱"
"廠商與門市","store_locations","門市地點","sort_order","排序"
"廠商與門市","store_locations","門市地點","source_image_url","來源圖片網址"
"廠商與門市","store_locations","門市地點","source_url","來源網址"
"廠商與門市","store_locations","門市地點","updated_at","更新時間"
"廠商與門市","store_locations","門市地點","vendor_id","廠商 ID"
"廠商與門市","store_point_redemptions","門市點數折抵","created_at","建立時間"
"廠商與門市","store_point_redemptions","門市點數折抵","created_by","建立者"
"廠商與門市","store_point_redemptions","門市點數折抵","discount_amount","折抵金額"
"廠商與門市","store_point_redemptions","門市點數折抵","id","資料 ID"
"廠商與門市","store_point_redemptions","門市點數折抵","note","備註"
"廠商與門市","store_point_redemptions","門市點數折抵","points_used","使用點數"
"廠商與門市","store_point_redemptions","門市點數折抵","reference_id","關聯 ID"
"廠商與門市","store_point_redemptions","門市點數折抵","reference_type","關聯類型"
"廠商與門市","store_point_redemptions","門市點數折抵","store_location_id","門市 ID"
"廠商與門市","store_point_redemptions","門市點數折抵","updated_at","更新時間"
"廠商與門市","store_point_redemptions","門市點數折抵","used_at","使用時間"
"廠商與門市","store_point_redemptions","門市點數折抵","user_id","會員 ID"
"廠商與門市","stores","門市","address","地址"
"廠商與門市","stores","門市","city","縣市"
"廠商與門市","stores","門市","created_at","建立時間"
"廠商與門市","stores","門市","email","電子郵件"
"廠商與門市","stores","門市","id","資料 ID"
"廠商與門市","stores","門市","images","圖片列表"
"廠商與門市","stores","門市","is_active","是否啟用"
"廠商與門市","stores","門市","location","地點"
"廠商與門市","stores","門市","name","名稱"
"廠商與門市","stores","門市","opening_hours","營業時間"
"廠商與門市","stores","門市","phone","電話"
"廠商與門市","stores","門市","updated_at","更新時間"
"住宿訂房","tbl_bookings","訂房紀錄","check_in_date","入住日期"
"住宿訂房","tbl_bookings","訂房紀錄","check_out_date","退房日期"
"住宿訂房","tbl_bookings","訂房紀錄","created_at","建立時間"
"住宿訂房","tbl_bookings","訂房紀錄","guests","入住人數"
"住宿訂房","tbl_bookings","訂房紀錄","id","資料 ID"
"住宿訂房","tbl_bookings","訂房紀錄","payment_method","付款方式"
"住宿訂房","tbl_bookings","訂房紀錄","payment_status","付款狀態"
"住宿訂房","tbl_bookings","訂房紀錄","points_discount","點數折抵金額"
"住宿訂房","tbl_bookings","訂房紀錄","room_id","房型 ID"
"住宿訂房","tbl_bookings","訂房紀錄","special_requests","特殊需求"
"住宿訂房","tbl_bookings","訂房紀錄","status","狀態"
"住宿訂房","tbl_bookings","訂房紀錄","subtotal_price","小計金額"
"住宿訂房","tbl_bookings","訂房紀錄","total_price","總價"
"住宿訂房","tbl_bookings","訂房紀錄","updated_at","更新時間"
"住宿訂房","tbl_bookings","訂房紀錄","user_id","會員 ID"
"其他","tbl_management_dashboard","管理儀表板統計","id","資料 ID"
"其他","tbl_management_dashboard","管理儀表板統計","stat_key","統計鍵"
"其他","tbl_management_dashboard","管理儀表板統計","stat_value","統計值"
"其他","tbl_management_dashboard","管理儀表板統計","updated_at","更新時間"
"商品與商城","tbl_mn5uxems","購物車","created_at","建立時間"
"商品與商城","tbl_mn5uxems","購物車","id","資料 ID"
"商品與商城","tbl_mn5uxems","購物車","product_id","商品 ID"
"商品與商城","tbl_mn5uxems","購物車","quantity","數量"
"商品與商城","tbl_mn5uxems","購物車","updated_at","更新時間"
"商品與商城","tbl_mn5uxems","購物車","user_id","會員 ID"
"會員","tbl_mn5wgzh0","會員詳細資料","avatar_url","頭像網址"
"會員","tbl_mn5wgzh0","會員詳細資料","bio","簡介"
"會員","tbl_mn5wgzh0","會員詳細資料","coffee_profile_answers","咖啡測驗答案"
"會員","tbl_mn5wgzh0","會員詳細資料","coffee_profile_key","咖啡偏好代碼"
"會員","tbl_mn5wgzh0","會員詳細資料","coffee_profile_label","咖啡偏好名稱"
"會員","tbl_mn5wgzh0","會員詳細資料","coffee_profile_scores","咖啡偏好分數"
"會員","tbl_mn5wgzh0","會員詳細資料","coffee_profile_summary","咖啡偏好摘要"
"會員","tbl_mn5wgzh0","會員詳細資料","coffee_quiz_completed_at","咖啡測驗完成時間"
"會員","tbl_mn5wgzh0","會員詳細資料","created_at","建立時間"
"會員","tbl_mn5wgzh0","會員詳細資料","display_name","顯示名稱"
"會員","tbl_mn5wgzh0","會員詳細資料","id","資料 ID"
"會員","tbl_mn5wgzh0","會員詳細資料","nationality","國籍"
"會員","tbl_mn5wgzh0","會員詳細資料","phone","電話"
"會員","tbl_mn5wgzh0","會員詳細資料","preferred_language","偏好語言"
"會員","tbl_mn5wgzh0","會員詳細資料","shipping_address","配送地址"
"會員","tbl_mn5wgzh0","會員詳細資料","updated_at","更新時間"
"會員","tbl_mn5wgzh0","會員詳細資料","user_id","會員 ID"
"AI 與客服","tbl_mn5wn257","AI 對話訊息","content","內容"
"AI 與客服","tbl_mn5wn257","AI 對話訊息","created_at","建立時間"
"AI 與客服","tbl_mn5wn257","AI 對話訊息","id","資料 ID"
"AI 與客服","tbl_mn5wn257","AI 對話訊息","role","角色"
"AI 與客服","tbl_mn5wn257","AI 對話訊息","session_id","會話 ID"
"AI 與客服","tbl_mn5wn257","AI 對話訊息","user_id","會員 ID"
"住宿訂房","tbl_room_day_prices","房型每日價格","created_at","建立時間"
"住宿訂房","tbl_room_day_prices","房型每日價格","day_of_week","星期"
"住宿訂房","tbl_room_day_prices","房型每日價格","id","資料 ID"
"住宿訂房","tbl_room_day_prices","房型每日價格","price","價格"
"住宿訂房","tbl_room_day_prices","房型每日價格","room_id","房型 ID"
"住宿訂房","tbl_room_day_prices","房型每日價格","updated_at","更新時間"
"住宿訂房","tbl_rooms","房型","amenities","設施"
"住宿訂房","tbl_rooms","房型","capacity","可入住人數"
"住宿訂房","tbl_rooms","房型","created_at","建立時間"
"住宿訂房","tbl_rooms","房型","description","描述"
"住宿訂房","tbl_rooms","房型","floor","樓層"
